FIPS,COUNTY,FIPS3,FIPS2
19111,Lee County,'19111',19111
19113,Linn County,'19113',19113
19115,Louisa County,'19115',19115
19117,Lucas County,'19117',19117
19119,Lyon County,'19119',19119
19121,Madison County,'19121',19121
19123,Mahaska County,'19123',19123
19125,Marion County,'19125',19125
19127,Marshall County,'19127',19127
19129,Mills County,'19129',19129
19131,Mitchell County,'19131',19131
19133,Monona County,'19133',19133
19135,Monroe County,'19135',19135
19137,Montgomery County,'19137',19137
19139,Muscatine County,'19139',19139
19141,O'Brien County,'19141',19141
19143,Osceola County,'19143',19143
19145,Page County,'19145',19145
19147,Palo Alto County,'19147',19147
19149,Plymouth County,'19149',19149
19151,Pocahontas County,'19151',19151
19153,Polk County,'19153',19153
19155,Pottawattamie County,'19155',19155
19157,Poweshiek County,'19157',19157
19159,Ringgold County,'19159',19159
19161,Sac County,'19161',19161
19163,Scott County,'19163',19163
19165,Shelby County,'19165',19165
19167,Sioux County,'19167',19167
19169,Story County,'19169',19169
19171,Tama County,'19171',19171
19173,Taylor County,'19173',19173
19175,Union County,'19175',19175
19177,Van Buren County,'19177',19177
19179,Wapello County,'19179',19179
19181,Warren County,'19181',19181
19183,Washington County,'19183',19183
19185,Wayne County,'19185',19185
19187,Webster County,'19187',19187
19189,Winnebago County,'19189',19189
19191,Winneshiek County,'19191',19191
19193,Woodbury County,'19193',19193
19195,Worth County,'19195',19195
19197,Wright County,'19197',19197
20001,Allen County,'20001',20001
20003,Anderson County,'20003',20003
20005,Atchison County,'20005',20005
20007,Barber County,'20007',20007
20009,Barton County,'20009',20009
20011,Bourbon County,'20011',20011
20013,Brown County,'20013',20013
20015,Butler County,'20015',20015
20017,Chase County,'20017',20017
20019,Chautauqua County,'20019',20019
20021,Cherokee County,'20021',20021
20023,Cheyenne County,'20023',20023
20025,Clark County,'20025',20025
20027,Clay County,'20027',20027
20029,Cloud County,'20029',20029
20031,Coffey County,'20031',20031
20033,Comanche County,'20033',20033
20035,Cowley County,'20035',20035
20037,Crawford County,'20037',20037
20039,Decatur County,'20039',20039
20041,Dickinson County,'20041',20041
20043,Doniphan County,'20043',20043
20045,Douglas County,'20045',20045
20047,Edwards County,'20047',20047
20049,Elk County,'20049',20049
20051,Ellis County,'20051',20051
20053,Ellsworth County,'20053',20053
20055,Finney County,'20055',20055
20057,Ford County,'20057',20057
20059,Franklin County,'20059',20059
20061,Geary County,'20061',20061
20063,Gove County,'20063',20063
20065,Graham County,'20065',20065
20067,Grant County,'20067',20067
20069,Gray County,'20069',20069
20071,Greeley County,'20071',20071
20073,Greenwood County,'20073',20073
20075,Hamilton County,'20075',20075
20077,Harper County,'20077',20077
20079,Harvey County,'20079',20079
20081,Haskell County,'20081',20081
20083,Hodgeman County,'20083',20083
20085,Jackson County,'20085',20085
20087,Jefferson County,'20087',20087
20089,Jewell County,'20089',20089
20091,Johnson County,'20091',20091
20093,Kearny County,'20093',20093
20095,Kingman County,'20095',20095
20097,Kiowa County,'20097',20097
20099,Labette County,'20099',20099
20101,Lane County,'20101',20101
20103,Leavenworth County,'20103',20103
20105,Lincoln County,'20105',20105
20107,Linn County,'20107',20107
20109,Logan County,'20109',20109
20111,Lyon County,'20111',20111
20113,McPherson County,'20113',20113
20115,Marion County,'20115',20115
20117,Marshall County,'20117',20117
20119,Meade County,'20119',20119
20121,Miami County,'20121',20121
20123,Mitchell County,'20123',20123
20125,Montgomery County,'20125',20125
20127,Morris County,'20127',20127
20129,Morton County,'20129',20129
20131,Nemaha County,'20131',20131
20133,Neosho County,'20133',20133
20135,Ness County,'20135',20135
20137,Norton County,'20137',20137
20139,Osage County,'20139',20139
20141,Osborne County,'20141',20141
20143,Ottawa County,'20143',20143
20145,Pawnee County,'20145',20145
20147,Phillips County,'20147',20147
20149,Pottawatomie County,'20149',20149
20151,Pratt County,'20151',20151
20153,Rawlins County,'20153',20153
20155,Reno County,'20155',20155
20157,Republic County,'20157',20157
20159,Rice County,'20159',20159
20161,Riley County,'20161',20161
20163,Rooks County,'20163',20163
20165,Rush County,'20165',20165
20167,Russell County,'20167',20167
20169,Saline County,'20169',20169
20171,Scott County,'20171',20171
20173,Sedgwick County,'20173',20173
20175,Seward County,'20175',20175
20177,Shawnee County,'20177',20177
20179,Sheridan County,'20179',20179
20181,Sherman County,'20181',20181
20183,Smith County,'20183',20183
20185,Stafford County,'20185',20185
20187,Stanton County,'20187',20187
20189,Stevens County,'20189',20189
20191,Sumner County,'20191',20191
20193,Thomas County,'20193',20193
20195,Trego County,'20195',20195
20197,Wabaunsee County,'20197',20197
20199,Wallace County,'20199',20199
20201,Washington County,'20201',20201
20203,Wichita County,'20203',20203
20205,Wilson County,'20205',20205
20207,Woodson County,'20207',20207
20209,Wyandotte County,'20209',20209
21001,Adair County,'21001',21001
21003,Allen County,'21003',21003
21005,Anderson County,'21005',21005
21007,Ballard County,'21007',21007
21009,Barren County,'21009',21009
21011,Bath County,'21011',21011
21013,Bell County,'21013',21013
21015,Boone County,'21015',21015
21017,Bourbon County,'21017',21017
21019,Boyd County,'21019',21019
21021,Boyle County,'21021',21021
21023,Bracken County,'21023',21023
21025,Breathitt County,'21025',21025
21027,Breckinridge County,'21027',21027
21029,Bullitt County,'21029',21029
21031,Butler County,'21031',21031
21033,Caldwell County,'21033',21033
21035,Calloway County,'21035',21035
21037,Campbell County,'21037',21037
21039,Carlisle County,'21039',21039
21041,Carroll County,'21041',21041
21043,Carter County,'21043',21043
21045,Casey County,'21045',21045
21047,Christian County,'21047',21047
21049,Clark County,'21049',21049
21051,Clay County,'21051',21051
21053,Clinton County,'21053',21053
21055,Crittenden County,'21055',21055
21057,Cumberland County,'21057',21057
21059,Daviess County,'21059',21059
21061,Edmonson County,'21061',21061
21063,Elliott County,'21063',21063
21065,Estill County,'21065',21065
21067,Fayette County,'21067',21067
21069,Fleming County,'21069',21069
21071,Floyd County,'21071',21071
21073,Franklin County,'21073',21073
21075,Fulton County,'21075',21075
21077,Gallatin County,'21077',21077
21079,Garrard County,'21079',21079
21081,Grant County,'21081',21081
21083,Graves County,'21083',21083
21085,Grayson County,'21085',21085
21087,Green County,'21087',21087
21089,Greenup County,'21089',21089
21091,Hancock County,'21091',21091
21093,Hardin County,'21093',21093
21095,Harlan County,'21095',21095
21097,Harrison County,'21097',21097
21099,Hart County,'21099',21099
21101,Henderson County,'21101',21101
21103,Henry County,'21103',21103
21105,Hickman County,'21105',21105
21107,Hopkins County,'21107',21107
21109,Jackson County,'21109',21109
21111,Jefferson County,'21111',21111
21113,Jessamine County,'21113',21113
21115,Johnson County,'21115',21115
21117,Kenton County,'21117',21117
21119,Knott County,'21119',21119
21121,Knox County,'21121',21121
21123,LaRue County,'21123',21123
21125,Laurel County,'21125',21125
21127,Lawrence County,'21127',21127
21129,Lee County,'21129',21129
21131,Leslie County,'21131',21131
21133,Letcher County,'21133',21133
21135,Lewis County,'21135',21135
21137,Lincoln County,'21137',21137
21139,Livingston County,'21139',21139
21141,Logan County,'21141',21141
21143,Lyon County,'21143',21143
21145,McCracken County,'21145',21145
21147,McCreary County,'21147',21147
21149,McLean County,'21149',21149
21151,Madison County,'21151',21151
21153,Magoffin County,'21153',21153
21155,Marion County,'21155',21155
21157,Marshall County,'21157',21157
21159,Martin County,'21159',21159
21161,Mason County,'21161',21161
21163,Meade County,'21163',21163
21165,Menifee County,'21165',21165
21167,Mercer County,'21167',21167
21169,Metcalfe County,'21169',21169
21171,Monroe County,'21171',21171
21173,Montgomery County,'21173',21173
21175,Morgan County,'21175',21175
21177,Muhlenberg County,'21177',21177
21179,Nelson County,'21179',21179
21181,Nicholas County,'21181',21181
21183,Ohio County,'21183',21183
21185,Oldham County,'21185',21185
21187,Owen County,'21187',21187
21189,Owsley County,'21189',21189
21191,Pendleton County,'21191',21191
21193,Perry County,'21193',21193
21195,Pike County,'21195',21195
21197,Powell County,'21197',21197
21199,Pulaski County,'21199',21199
21201,Robertson County,'21201',21201
21203,Rockcastle County,'21203',21203
21205,Rowan County,'21205',21205
21207,Russell County,'21207',21207
21209,Scott County,'21209',21209
21211,Shelby County,'21211',21211
21213,Simpson County,'21213',21213
21215,Spencer County,'21215',21215
21217,Taylor County,'21217',21217
21219,Todd County,'21219',21219
21221,Trigg County,'21221',21221
21223,Trimble County,'21223',21223
21225,Union County,'21225',21225
21227,Warren County,'21227',21227
21229,Washington County,'21229',21229
21231,Wayne County,'21231',21231
21233,Webster County,'21233',21233
21235,Whitley County,'21235',21235
21237,Wolfe County,'21237',21237
21239,Woodford County,'21239',21239
22001,Acadia Parish,'22001',22001
22003,Allen Parish,'22003',22003
22005,Ascension Parish,'22005',22005
22007,Assumption Parish,'22007',22007
22009,Avoyelles Parish,'22009',22009
22011,Beauregard Parish,'22011',22011
22013,Bienville Parish,'22013',22013
22015,Bossier Parish,'22015',22015
22017,Caddo Parish,'22017',22017
22019,Calcasieu Parish,'22019',22019
22021,Caldwell Parish,'22021',22021
22023,Cameron Parish,'22023',22023
22025,Catahoula Parish,'22025',22025
22027,Claiborne Parish,'22027',22027
22029,Concordia Parish,'22029',22029
22031,De Soto Parish,'22031',22031
22033,East Baton Rouge Parish,'22033',22033
22035,East Carroll Parish,'22035',22035
22037,East Feliciana Parish,'22037',22037
22039,Evangeline Parish,'22039',22039
22041,Franklin Parish,'22041',22041
22043,Grant Parish,'22043',22043
22045,Iberia Parish,'22045',22045
22047,Iberville Parish,'22047',22047
22049,Jackson Parish,'22049',22049
22051,Jefferson Parish,'22051',22051
22053,Jefferson Davis Parish,'22053',22053
22055,Lafayette Parish,'22055',22055
22057,Lafourche Parish,'22057',22057
22059,LaSalle Parish,'22059',22059
22061,Lincoln Parish,'22061',22061
22063,Livingston Parish,'22063',22063
22065,Madison Parish,'22065',22065
22067,Morehouse Parish,'22067',22067
22069,Natchitoches Parish,'22069',22069
22071,Orleans Parish[n],'22071',22071
22073,Ouachita Parish,'22073',22073
22075,Plaquemines Parish,'22075',22075
22077,Pointe Coupee Parish,'22077',22077
22079,Rapides Parish,'22079',22079
22081,Red River Parish,'22081',22081
22083,Richland Parish,'22083',22083
22085,Sabine Parish,'22085',22085
22087,St. Bernard Parish,'22087',22087
22089,St. Charles Parish,'22089',22089
22091,St. Helena Parish,'22091',22091
22093,St. James Parish,'22093',22093
22095,St. John the Baptist Parish,'22095',22095
22097,St. Landry Parish,'22097',22097
22099,St. Martin Parish,'22099',22099
22101,St. Mary Parish,'22101',22101
22103,St. Tammany Parish,'22103',22103
22105,Tangipahoa Parish,'22105',22105
22107,Tensas Parish,'22107',22107
22109,Terrebonne Parish,'22109',22109
22111,Union Parish,'22111',22111
22113,Vermilion Parish,'22113',22113
22115,Vernon Parish,'22115',22115
22117,Washington Parish,'22117',22117
22119,Webster Parish,'22119',22119
22121,West Baton Rouge Parish,'22121',22121
22123,West Carroll Parish,'22123',22123
22125,West Feliciana Parish,'22125',22125
22127,Winn Parish,'22127',22127
23001,Androscoggin County,'23001',23001
23003,Aroostook County,'23003',23003
23005,Cumberland County,'23005',23005
23007,Franklin County,'23007',23007
23009,Hancock County,'23009',23009
23011,Kennebec County,'23011',23011
23013,Knox County,'23013',23013
23015,Lincoln County,'23015',23015
23017,Oxford County,'23017',23017
23019,Penobscot County,'23019',23019
23021,Piscataquis County,'23021',23021
23023,Sagadahoc County,'23023',23023
23025,Somerset County,'23025',23025
23027,Waldo County,'23027',23027
23029,Washington County,'23029',23029
23031,York County,'23031',23031
24001,Allegany County,'24001',24001
24003,Anne Arundel County,'24003',24003
24005,Baltimore County,'24005',24005
24009,Calvert County,'24009',24009
24011,Caroline County,'24011',24011
24013,Carroll County,'24013',24013
24015,Cecil County,'24015',24015
24017,Charles County,'24017',24017
24019,Dorchester County,'24019',24019
24021,Frederick County,'24021',24021
24023,Garrett County,'24023',24023
24025,Harford County,'24025',24025
24027,Howard County,'24027',24027
24029,Kent County,'24029',24029
24031,Montgomery County,'24031',24031
24033,Prince George's County,'24033',24033
24035,Queen Anne's County,'24035',24035
24037,St. Mary's County,'24037',24037
24039,Somerset County,'24039',24039
24041,Talbot County,'24041',24041
24043,Washington County,'24043',24043
24045,Wicomico County,'24045',24045
24047,Worcester County,'24047',24047
24510,Baltimore City[o],'24510',24510
25001,Barnstable County,'25001',25001
25003,Berkshire County[k],'25003',25003
25005,Bristol County,'25005',25005
25007,Dukes County,'25007',25007
25009,Essex County[k],'25009',25009
25011,Franklin County[k],'25011',25011
25013,Hampden County[k],'25013',25013
25015,Hampshire County[k],'25015',25015
25017,Middlesex County[k],'25017',25017
25019,"Nantucket, Town and County of[p]",'25019',25019
25021,Norfolk County,'25021',25021
25023,Plymouth County,'25023',25023
25025,Suffolk County[k],'25025',25025
25027,Worcester County[k],'25027',25027
26001,Alcona County,'26001',26001
26003,Alger County,'26003',26003
26005,Allegan County,'26005',26005
26007,Alpena County,'26007',26007
26009,Antrim County,'26009',26009
26011,Arenac County,'26011',26011
26013,Baraga County,'26013',26013
26015,Barry County,'26015',26015
26017,Bay County,'26017',26017
26019,Benzie County,'26019',26019
26021,Berrien County,'26021',26021
26023,Branch County,'26023',26023
26025,Calhoun County,'26025',26025
26027,Cass County,'26027',26027
26029,Charlevoix County,'26029',26029
26031,Cheboygan County,'26031',26031
26033,Chippewa County,'26033',26033
26035,Clare County,'26035',26035
26037,Clinton County,'26037',26037
26039,Crawford County,'26039',26039
26041,Delta County,'26041',26041
26043,Dickinson County,'26043',26043
26045,Eaton County,'26045',26045
26047,Emmet County,'26047',26047
26049,Genesee County,'26049',26049
26051,Gladwin County,'26051',26051
26053,Gogebic County,'26053',26053
26055,Grand Traverse County,'26055',26055
26057,Gratiot County,'26057',26057
26059,Hillsdale County,'26059',26059
26061,Houghton County,'26061',26061
26063,Huron County,'26063',26063
26065,Ingham County,'26065',26065
26067,Ionia County,'26067',26067
26069,Iosco County,'26069',26069
26071,Iron County,'26071',26071
26073,Isabella County,'26073',26073
26075,Jackson County,'26075',26075
26077,Kalamazoo County,'26077',26077
26079,Kalkaska County,'26079',26079
26081,Kent County,'26081',26081
26083,Keweenaw County,'26083',26083
26085,Lake County,'26085',26085
26087,Lapeer County,'26087',26087
26089,Leelanau County,'26089',26089
26091,Lenawee County,'26091',26091
26093,Livingston County,'26093',26093
26095,Luce County,'26095',26095
26097,Mackinac County,'26097',26097
26099,Macomb County,'26099',26099
26101,Manistee County,'26101',26101
26103,Marquette County,'26103',26103
26105,Mason County,'26105',26105
26107,Mecosta County,'26107',26107
26109,Menominee County,'26109',26109
26111,Midland County,'26111',26111
26113,Missaukee County,'26113',26113
26115,Monroe County,'26115',26115
26117,Montcalm County,'26117',26117
26119,Montmorency County,'26119',26119
26121,Muskegon County,'26121',26121
26123,Newaygo County,'26123',26123
26125,Oakland County,'26125',26125
26127,Oceana County,'26127',26127
26129,Ogemaw County,'26129',26129
26131,Ontonagon County,'26131',26131
26133,Osceola County,'26133',26133
26135,Oscoda County,'26135',26135
26137,Otsego County,'26137',26137
26139,Ottawa County,'26139',26139
26141,Presque Isle County,'26141',26141
26143,Roscommon County,'26143',26143
26145,Saginaw County,'26145',26145
26147,St. Clair County,'26147',26147
26149,St. Joseph County,'26149',26149
26151,Sanilac County,'26151',26151
26153,Schoolcraft County,'26153',26153
26155,Shiawassee County,'26155',26155
26157,Tuscola County,'26157',26157
26159,Van Buren County,'26159',26159
26161,Washtenaw County,'26161',26161
26163,Wayne County,'26163',26163
26165,Wexford County,'26165',26165
27001,Aitkin County,'27001',27001
27003,Anoka County,'27003',27003
27005,Becker County,'27005',27005
27007,Beltrami County,'27007',27007
27009,Benton County,'27009',27009
27011,Big Stone County,'27011',27011
27013,Blue Earth County,'27013',27013
27015,Brown County,'27015',27015
27017,Carlton County,'27017',27017
27019,Carver County,'27019',27019
27021,Cass County,'27021',27021
27023,Chippewa County,'27023',27023
27025,Chisago County,'27025',27025
27027,Clay County,'27027',27027
27029,Clearwater County,'27029',27029
27031,Cook County,'27031',27031
27033,Cottonwood County,'27033',27033
27035,Crow Wing County,'27035',27035
27037,Dakota County,'27037',27037
27039,Dodge County,'27039',27039
27041,Douglas County,'27041',27041
27043,Faribault County,'27043',27043
27045,Fillmore County,'27045',27045
27047,Freeborn County,'27047',27047
27049,Goodhue County,'27049',27049
27051,Grant County,'27051',27051
27053,Hennepin County,'27053',27053
27055,Houston County,'27055',27055
27057,Hubbard County,'27057',27057
27059,Isanti County,'27059',27059
27061,Itasca County,'27061',27061
27063,Jackson County,'27063',27063
27065,Kanabec County,'27065',27065
27067,Kandiyohi County,'27067',27067
27069,Kittson County,'27069',27069
27071,Koochiching County,'27071',27071
27073,Lac qui Parle County,'27073',27073
27075,Lake County,'27075',27075
27077,Lake of the Woods County,'27077',27077
27079,Le Sueur County,'27079',27079
27081,Lincoln County,'27081',27081
27083,Lyon County,'27083',27083
27085,McLeod County,'27085',27085
27087,Mahnomen County,'27087',27087
27089,Marshall County,'27089',27089
27091,Martin County,'27091',27091
27093,Meeker County,'27093',27093
27095,Mille Lacs County,'27095',27095
27097,Morrison County,'27097',27097
27099,Mower County,'27099',27099
27101,Murray County,'27101',27101
27103,Nicollet County,'27103',27103
27105,Nobles County,'27105',27105
27107,Norman County,'27107',27107
27109,Olmsted County,'27109',27109
27111,Otter Tail County,'27111',27111
27113,Pennington County,'27113',27113
27115,Pine County,'27115',27115
27117,Pipestone County,'27117',27117
27119,Polk County,'27119',27119
27121,Pope County,'27121',27121
27123,Ramsey County,'27123',27123
27125,Red Lake County,'27125',27125
27127,Redwood County,'27127',27127
27129,Renville County,'27129',27129
27131,Rice County,'27131',27131
27133,Rock County,'27133',27133
27135,Roseau County,'27135',27135
27137,St. Louis County,'27137',27137
27139,Scott County,'27139',27139
27141,Sherburne County,'27141',27141
27143,Sibley County,'27143',27143
27145,Stearns County,'27145',27145
27147,Steele County,'27147',27147
27149,Stevens County,'27149',27149
27151,Swift County,'27151',27151
27153,Todd County,'27153',27153
27155,Traverse County,'27155',27155
27157,Wabasha County,'27157',27157
27159,Wadena County,'27159',27159
27161,Waseca County,'27161',27161
27163,Washington County,'27163',27163
27165,Watonwan County,'27165',27165
27167,Wilkin County,'27167',27167
27169,Winona County,'27169',27169
27171,Wright County,'27171',27171
27173,Yellow Medicine County,'27173',27173
28001,Adams County,'28001',28001
28003,Alcorn County,'28003',28003
28005,Amite County,'28005',28005
28007,Attala County,'28007',28007
28009,Benton County,'28009',28009
28011,Bolivar County,'28011',28011
28013,Calhoun County,'28013',28013
28015,Carroll County,'28015',28015
28017,Chickasaw County,'28017',28017
28019,Choctaw County,'28019',28019
28021,Claiborne County,'28021',28021
28023,Clarke County,'28023',28023
28025,Clay County,'28025',28025
28027,Coahoma County,'28027',28027
28029,Copiah County,'28029',28029
28031,Covington County,'28031',28031
28033,DeSoto County,'28033',28033
28035,Forrest County,'28035',28035
28037,Franklin County,'28037',28037
28039,George County,'28039',28039
28041,Greene County,'28041',28041
28043,Grenada County,'28043',28043
28045,Hancock County,'28045',28045
28047,Harrison County,'28047',28047
28049,Hinds County,'28049',28049
28051,Holmes County,'28051',28051
28053,Humphreys County,'28053',28053
28055,Issaquena County,'28055',28055
28057,Itawamba County,'28057',28057
28059,Jackson County,'28059',28059
28061,Jasper County,'28061',28061
28063,Jefferson County,'28063',28063
28065,Jefferson Davis County,'28065',28065
28067,Jones County,'28067',28067
28069,Kemper County,'28069',28069
28071,Lafayette County,'28071',28071
28073,Lamar County,'28073',28073
28075,Lauderdale County,'28075',28075
28077,Lawrence County,'28077',28077
28079,Leake County,'28079',28079
28081,Lee County,'28081',28081
28083,Leflore County,'28083',28083
28085,Lincoln County,'28085',28085
28087,Lowndes County,'28087',28087
28089,Madison County,'28089',28089
28091,Marion County,'28091',28091
28093,Marshall County,'28093',28093
28095,Monroe County,'28095',28095
28097,Montgomery County,'28097',28097
28099,Neshoba County,'28099',28099
28101,Newton County,'28101',28101
28103,Noxubee County,'28103',28103
28105,Oktibbeha County,'28105',28105
28107,Panola County,'28107',28107
28109,Pearl River County,'28109',28109
28111,Perry County,'28111',28111
28113,Pike County,'28113',28113
28115,Pontotoc County,'28115',28115
28117,Prentiss County,'28117',28117
28119,Quitman County,'28119',28119
28121,Rankin County,'28121',28121
28123,Scott County,'28123',28123
28125,Sharkey County,'28125',28125
28127,Simpson County,'28127',28127
28129,Smith County,'28129',28129
28131,Stone County,'28131',28131
28133,Sunflower County,'28133',28133
28135,Tallahatchie County,'28135',28135
28137,Tate County,'28137',28137
28139,Tippah County,'28139',28139
28141,Tishomingo County,'28141',28141
28143,Tunica County,'28143',28143
28145,Union County,'28145',28145
28147,Walthall County,'28147',28147
28149,Warren County,'28149',28149
28151,Washington County,'28151',28151
28153,Wayne County,'28153',28153
28155,Webster County,'28155',28155
28157,Wilkinson County,'28157',28157
28159,Winston County,'28159',28159
28161,Yalobusha County,'28161',28161
28163,Yazoo County,'28163',28163
29001,Adair County,'29001',29001
29003,Andrew County,'29003',29003
29005,Atchison County,'29005',29005
29007,Audrain County,'29007',29007
29009,Barry County,'29009',29009
29011,Barton County,'29011',29011
29013,Bates County,'29013',29013
29015,Benton County,'29015',29015
29017,Bollinger County,'29017',29017
29019,Boone County,'29019',29019
29021,Buchanan County,'29021',29021
29023,Butler County,'29023',29023
29025,Caldwell County,'29025',29025
29027,Callaway County,'29027',29027
29029,Camden County,'29029',29029
29031,Cape Girardeau County,'29031',29031
29033,Carroll County,'29033',29033
29035,Carter County,'29035',29035
29037,Cass County,'29037',29037
29039,Cedar County,'29039',29039
29041,Chariton County,'29041',29041
29043,Christian County,'29043',29043
29045,Clark County,'29045',29045
29047,Clay County,'29047',29047
29049,Clinton County,'29049',29049
29051,Cole County,'29051',29051
29053,Cooper County,'29053',29053
29055,Crawford County,'29055',29055
29057,Dade County,'29057',29057
29059,Dallas County,'29059',29059
29061,Daviess County,'29061',29061
29063,DeKalb County,'29063',29063
29065,Dent County,'29065',29065
29067,Douglas County,'29067',29067
29069,Dunklin County,'29069',29069
29071,Franklin County,'29071',29071
29073,Gasconade County,'29073',29073
29075,Gentry County,'29075',29075
29077,Greene County,'29077',29077
29079,Grundy County,'29079',29079
29081,Harrison County,'29081',29081
29083,Henry County,'29083',29083
29085,Hickory County,'29085',29085
29087,Holt County,'29087',29087
29089,Howard County,'29089',29089
29091,Howell County,'29091',29091
29093,Iron County,'29093',29093
29095,Jackson County,'29095',29095
29097,Jasper County,'29097',29097
29099,Jefferson County,'29099',29099
29101,Johnson County,'29101',29101
29103,Knox County,'29103',29103
29105,Laclede County,'29105',29105
29107,Lafayette County,'29107',29107
29109,Lawrence County,'29109',29109
29111,Lewis County,'29111',29111
29113,Lincoln County,'29113',29113
29115,Linn County,'29115',29115
29117,Livingston County,'29117',29117
29119,McDonald County,'29119',29119
29121,Macon County,'29121',29121
29123,Madison County,'29123',29123
29125,Maries County,'29125',29125
29127,Marion County,'29127',29127
29129,Mercer County,'29129',29129
29131,Miller County,'29131',29131
29133,Mississippi County,'29133',29133
29135,Moniteau County,'29135',29135
29137,Monroe County,'29137',29137
29139,Montgomery County,'29139',29139
29141,Morgan County,'29141',29141
29143,New Madrid County,'29143',29143
29145,Newton County,'29145',29145
29147,Nodaway County,'29147',29147
29149,Oregon County,'29149',29149
29151,Osage County,'29151',29151
29153,Ozark County,'29153',29153
29155,Pemiscot County,'29155',29155
29157,Perry County,'29157',29157
29159,Pettis County,'29159',29159
29161,Phelps County,'29161',29161
29163,Pike County,'29163',29163
29165,Platte County,'29165',29165
29167,Polk County,'29167',29167
29169,Pulaski County,'29169',29169
29171,Putnam County,'29171',29171
29173,Ralls County,'29173',29173
29175,Randolph County,'29175',29175
29177,Ray County,'29177',29177
29179,Reynolds County,'29179',29179
29181,Ripley County,'29181',29181
29183,St. Charles County,'29183',29183
29185,St. Clair County,'29185',29185
29186,Ste. Genevieve County,'29186',29186
29187,St. Francois County,'29187',29187
29189,St. Louis County,'29189',29189
29195,Saline County,'29195',29195
29197,Schuyler County,'29197',29197
29199,Scotland County,'29199',29199
29201,Scott County,'29201',29201
29203,Shannon County,'29203',29203
29205,Shelby County,'29205',29205
29207,Stoddard County,'29207',29207
29209,Stone County,'29209',29209
29211,Sullivan County,'29211',29211
29213,Taney County,'29213',29213
29215,Texas County,'29215',29215
29217,Vernon County,'29217',29217
29219,Warren County,'29219',29219
29221,Washington County,'29221',29221
29223,Wayne County,'29223',29223
29225,Webster County,'29225',29225
29227,Worth County,'29227',29227
29229,Wright County,'29229',29229
29510,"St. Louis, City of[q]",'29510',29510
30001,Beaverhead County,'30001',30001
30003,Big Horn County,'30003',30003
30005,Blaine County,'30005',30005
30007,Broadwater County,'30007',30007
30009,Carbon County,'30009',30009
30011,Carter County,'30011',30011
30013,Cascade County,'30013',30013
30015,Chouteau County,'30015',30015
30017,Custer County,'30017',30017
30019,Daniels County,'30019',30019
30021,Dawson County,'30021',30021
30023,Deer Lodge County,'30023',30023
30025,Fallon County,'30025',30025
30027,Fergus County,'30027',30027
30029,Flathead County,'30029',30029
30031,Gallatin County,'30031',30031
30033,Garfield County,'30033',30033
30035,Glacier County,'30035',30035
30037,Golden Valley County,'30037',30037
30039,Granite County,'30039',30039
30041,Hill County,'30041',30041
30043,Jefferson County,'30043',30043
30045,Judith Basin County,'30045',30045
30047,Lake County,'30047',30047
30049,Lewis and Clark County,'30049',30049
30051,Liberty County,'30051',30051
30053,Lincoln County,'30053',30053
30055,McCone County,'30055',30055
30057,Madison County,'30057',30057
30059,Meagher County,'30059',30059
30061,Mineral County,'30061',30061
30063,Missoula County,'30063',30063
30065,Musselshell County,'30065',30065
30067,Park County,'30067',30067
30069,Petroleum County,'30069',30069
30071,Phillips County,'30071',30071
30073,Pondera County,'30073',30073
30075,Powder River County,'30075',30075
30077,Powell County,'30077',30077
30079,Prairie County,'30079',30079
30081,Ravalli County,'30081',30081
30083,Richland County,'30083',30083
30085,Roosevelt County,'30085',30085
30087,Rosebud County,'30087',30087
30089,Sanders County,'30089',30089
30091,Sheridan County,'30091',30091
30093,Silver Bow County,'30093',30093
30095,Stillwater County,'30095',30095
30097,Sweet Grass County,'30097',30097
30099,Teton County,'30099',30099
30101,Toole County,'30101',30101
30103,Treasure County,'30103',30103
30105,Valley County,'30105',30105
30107,Wheatland County,'30107',30107
30109,Wibaux County,'30109',30109
30111,Yellowstone County,'30111',30111
31001,Adams County,'31001',31001
31003,Antelope County,'31003',31003
31005,Arthur County,'31005',31005
31007,Banner County,'31007',31007
31009,Blaine County,'31009',31009
31011,Boone County,'31011',31011
31013,Box Butte County,'31013',31013
31015,Boyd County,'31015',31015
31017,Brown County,'31017',31017
31019,Buffalo County,'31019',31019
31021,Burt County,'31021',31021
31023,Butler County,'31023',31023
31025,Cass County,'31025',31025
31027,Cedar County,'31027',31027
31029,Chase County,'31029',31029
31031,Cherry County,'31031',31031
31033,Cheyenne County,'31033',31033
31035,Clay County,'31035',31035
31037,Colfax County,'31037',31037
31039,Cuming County,'31039',31039
31041,Custer County,'31041',31041
31043,Dakota County,'31043',31043
31045,Dawes County,'31045',31045
31047,Dawson County,'31047',31047
31049,Deuel County,'31049',31049
31051,Dixon County,'31051',31051
31053,Dodge County,'31053',31053
31055,Douglas County,'31055',31055
31057,Dundy County,'31057',31057
31059,Fillmore County,'31059',31059
31061,Franklin County,'31061',31061
31063,Frontier County,'31063',31063
31065,Furnas County,'31065',31065
31067,Gage County,'31067',31067
31069,Garden County,'31069',31069
31071,Garfield County,'31071',31071
31073,Gosper County,'31073',31073
31075,Grant County,'31075',31075
31077,Greeley County,'31077',31077
31079,Hall County,'31079',31079
31081,Hamilton County,'31081',31081
31083,Harlan County,'31083',31083
31085,Hayes County,'31085',31085
31087,Hitchcock County,'31087',31087
